id,P002079,P002080,P002081,P002082,P002083,P002084,P002085
acc3b312960a4b6b8f4195140568bff0,anādimati saṃsāre janmany atraiva vā punaḥ |yan mayā paśunā pāpaṃ kṛtaṃ kāritam eva vā ||28||,,ཐོག་མ་མྱེད་ལྡན་འཁོར་བ་ན་། ། ཚེ་རབས་འདི་འམ་གཞན་དག་ལ་། །བདག་གིས་མ་འཚལ་སྡིག་བགྱིས་པ་འམ་། ། བགྱིད་དུ་སྩལད་པ་ཉིད་དང་ནི་། །༼༢༨༽,ཐོག་མ་མེད་ལྡན་འཁོར་བ་ནས་། ། ཚེ་རབས་འདིའམ་གཞན་དག་ཏུ་། །བདག་གིས་མ་འཚལ་སྡིག་བགྱིས་པའམ་། ། བགྱིད་དུ་སྩལ་བ་ཉིད་དང་ནི་། །,,"Le péché du corps, de la voix ou de la pensée que j’ai stupidement commis ou fait commettre à autrui, qui ce soit dans cette vie, que ce soit jadis durant ‘éternité des transmigrations,","Whatever be the sin that I, poor brute, in my beginningless round of past births or in this birth have in my madness done or made others do"
15d4fdeade1b471e81ab4ceb646e97be,yac cānumoditaṃ kiṃcid ātmaghātāya mohataḥ |tad atyayaṃ deśayāmi paścāttāpena tāpitaḥ ||29||,,གཏི་མུག་འཁྲུལད་པས་བདག་དོན་ཏེ་། ། རྗེས་སུ་ཡི་རང་གང་བགྱིས་པ་། །ནོངས་པ་དེ་ནི་མཐོང་བགྱིས་ནས་། ། བཟམ་པ་ཐག་མས་མགོན་ལ་བཞགས་། །༼༢༩༽,གཏི་མུག་འཁྲུལ་པས་བདག་ནོན་ཏེ་། ། རྗེས་སུ་ཡིད་རངས་གང་བགྱིས་པ་། །ནོངས་པ་དེ་ནི་མཐོང་བགྱིས་ནས་། ། བསམ་པ་ཐག་པས་མགོན་ལ་བཤགས་། །,,"le péché que j’ai apprové de la pensée ou de la voix, bourreau insensé de moi-même, ce péché je le confesse, brûlé par la brûlure du remords.","or approved for my own undoing, I confess the transgression thereof, and am stricken with remorse."
ad629f3743554c1b9fa1011ea70523cb,ratnatraye ’pakāro yo mātāpitṛṣu vā mayā |guruṣv anyeṣu vā kṣepāt kāyavāgbuddhibhiḥ kṛtaḥ ||30||,,བདག་གིས་དཀོན་མཆོག་གསུམ་དང་ནི་། ། ཕ་མ་འམ་བླ་མ་འམ་གཞན་དག་ལ་། །ཉོན་མོངས་སྒོ་ནས་ལུས་ངག་དང་། ། ཡིད་ཀྱིས་གནོན༩བགྱིས་གང་ལགས་དང་། །༼༣༠༽,བདག་གིས་དཀོན་མཆོག་གསུམ་དང་ནི་། ། ཕ་མའམ་བླ་མ་གཞན་དག་ལ་། །ཉོན་མོང་སྒོ་ནས་ལུས་ངག་དང་། ། ཡིད་ཀྱིས་གནོད་བགྱིས་གང་ལགས་དང་། །,,"Toutes les offenses commises contre les trois perles et contre mes bienfaiteurs, père, mère et autres personnes dignes de respect, par action, parole ou pensée;","Whatsoever wrong I have done by sin against the Three Gems or father and mother or other elders by deed, word, or thought,"
0daea55de01a4ed192fffd6ef859bb54,anekadoṣaduṣṭena mayā pāpena nāyakāḥ |yat kṛtaṃ dāruṇaṃ pāpaṃ tat sarvaṃ deśayāmy aham ||31||,,ཉེས་པ་དུ་མའི་སྐྱོན་ཆགས་པའི་། ། སྡིག་ཅན་བདག་གིས་སྡིག་པ་གང་། །ཤིན་དུ་མྱི་བཟད་བགྱིས་པ་དེ་། ། ཐམས་ཆད་འདྲེན་པ་རྣམས་ལ་འཆགས་། །༼༣༡༽,ཉེས་པ་དུ་མས་སྐྱོན་ཆགས་པའི་། ། སྡིག་ཅན་བདག་གིས་སྡིག་པ་གང་། །ཤིན་ཏུ་མི་བཟད་བགྱིས་པ་དེ་། ། ཐམས་ཅད་འདྲེན་པ་རྣམས་ལ་བཤགས་། །,,"Le péché funeste que j’ai commis, pécheur, entraîné par toutes sortes de passions, je le confesse sans réserve, ô Conducteurs !","whatever dire offence has been wrought by me, a sinner foul with many a stain, O Masters, I confess all."
f1cfa5e3e4704c3b85e81e36c8530733,kathaṃ ca niḥsarāmy asmān nityodvigno ’smi nāyakāḥ |mā bhūn me mṛtyur acirād akṣīṇe pāpasaṃśaye ||32||6,,-,-,,"Comment lui échapper ? c’est ma continuelle inquiétude, ô conducteurs ! Que la mort ne me surprenne pas trop vite encore accablé du poids de mes péchés.","How can I escape from it? I am eternally fearful, Lords. Let death not be soon, because of my despair that my evil has not diminished."
30b01ec78a1e44a2ae9881d042eff00c,kathaṃ ca niḥsarāmy asmāt paritrāyata satvaram |mā mamākṣīṇapāpasya maraṇaṃ śīghram eṣyati ||33||,,བདག་ནི་སྡིག་པ་མ་བྱང་བར་། ། སྔུན་དུ་འགུམ་པར་འགྱུར་དུ་མཆིས་། །ཅི་ལྟར་འདི་ལས་ངེས་ཐར་པར་། ། མྱུར་བའི་ཚུལ་གྱིས་བསྐྱབ་དུ་གསོལ་། །༼༣༢༽,བདག་ནི་སྡིག་པ་མ་བྱང་བར་། ། སྔོན་དུ་འགུམ་པར་འགྱུར་དུ་མཆི་། །ཇི་ལྟར་འདི་ལས་ངས་ཐར་བར་། ། མྱུར་བའི་ཚུལ་གྱིས་བསྐྱབ་ཏུ་གསོལ་། །,,"Comment lui échapper ? En toute hâte protégez-moi, de peur que la mort n’arrive trop vite avant que mon péché soit effacé.","How may I escape from it? Speedily save me, lest death come too soon upon me ere my sin have faded away."
aa6739e868db4bdd85e5a100482fb6c0,kṛtākṛtāparīkṣo ’yaṃ mṛtyur viśrambhaghātakaḥ |svasthāsvasthair aviśvāsya ākasmikamahāśaniḥ ||34||,,ཡིད་བརྟན་མྱི་རུང་འཆི་བདག་འདི་། ། བྱས་དང་མ་བྱས་མྱི་སྡོད་པས་། །ན་དང་མྱི་ན་ཀུན་ཀྱིས་ཀྱང་། ། གློ་བུར་ཚེ་ལ་ཡིད་མྱི་བརྟན་། །༼༣༣༽,ཡིད་བརྟན་མི་རུང་འཆི་བདག་འདི་། ། བྱས་དང་མ་བྱས་མི་སྡོད་པས་། །ན་དང་མི་ན་ཀུན་གྱིས་ཀྱང་། ། གློ་བུར་ཚེ་ལ་ཡིད་མི་བརྟན་། །,,La mort n’ecamine pas ce qu’on a fait et ce qu’on n’a pas fait; elle nous perd par la confiance; l’homme bien portant ne peut s’y fier non plus que le malade; c’est un coup de foudre inopiné.,"Death considers not what works be done or not done, and strikes us through our ease, a sudden thunderbolt, unsure alike for the healthy and the sick."
6c65c08ccd724aaa96eb9eadecf7f0f0,priyāpriyanimittena pāpaṃ kṛtam anekadhā |sarvam utsṛjya gantavyam iti na jñātam īdṛśam ||35||,,ཐམས་ཆད་བོར་ཏེ་ཆ་དགོས་པར་། ། བདག་གིས་དེ་ལྟར་མ་ཤེས་ནས་། །མཛའ་དང་མྱི་མངའི༡༠དོན་ཀྱི་ཕྱིར་། ། སྡིག་པ་རྣམ་པ་སྣ་ཚོགས་བྱས་། །༼༣༤༽,ཐམས་ཅད་བོར་ཏེ་ཆས་དགོས་པར་། ། བདག་གིས་དེ་ལྟར་མ་ཤེས་ནས་། །མཛའ་དང་མི་མཛའི་དོན་གྱི་ཕྱིར་། ། སྡིག་པ་རྣམ་པ་སྣ་ཚོགས་བྱས་། །,,"C’est pour trouver l’agréable et pour éviter le pénible que j’ai péché si souvent : n’avais-je pas r€fléchi qu’il me faudrait un jour tour abandonner, et partir ?",For the sake of things unloved and things loved have I sinned these many times; and never have I thought that I must surrender everything and depart.
cfd5b892840349f294dce1360f584b6b,apriyā na bhaviṣyanti priyo me na bhaviṣyati |ahaṃ ca na bhaviṣyāmi sarvaṃ ca na bhaviṣyati ||36||7,,མྱི་མཛའི་རྣམས་ཀྱང་མྱེད་འགྱུར་ཞིང་། ། མཛའ་བ་རྣམས་ཀྱང་མྱེད་པར་འགྱུར་། །བདག་ཀྱང་མྱེད་པར་འགྱུར་བ་སྟེ་། ། དེ་བཞིན་ཐམས་ཆད་མྱེད་པར་འགྱུར་། །༼༣༥༽,མི་མཛའ་རྣམས་ཀྱང་མེད་འགྱུར་ཞིང་། ། མཛའ་བ་རྣམས་ཀྱང་མེད་པར་འགྱུར་། །བདག་ཀྱང་མེད་པར་འགྱུར་བ་སྟེ་། ། དེ་བཞིན་ཐམས་ཅད་མེད་པར་འགྱུར་། །,,"Mes ennemis, mes amis, mon propre corps, tout ce que je sens et connais, qu’en restera-t-il? Rien.","They whom I love not, they whom I love, I myself, shall be no more, naught shall remain."
05adef7a919047598f8f5ee7e47013a9,tattatsmaraṇatāṃ yāti yadyadvastvanubhūyate |svapnānubhūtavatsarvaṃ gataṃ na punar īkṣyate ||37||,,རྨྱི་ལམ་ཉམས་སུ་མྱོང་བ་བཞིན་། ། དངོས་གང་དང་གང་སྤྱད་པ་། །དེ་རེ་དྲན་པའི་ཡུལ་དུ་གྱུརད་། ། འདས་པ་ཐམས་ཆད་མཐོང་མྱི་འགྱུར་། །༼༣༦༽,རྨི་ལམ་ཉམས་སུ་མྱོང་བ་བཞིན་། ། དངོས་པོ་གང་དང་གང་སྤྱད་པ་། །དེ་དེ་དྲན་པའི་ཡུལ་དུ་འགྱུར་། ། འདས་པ་ཐམས་ཅད་མཐོང་མི་འགྱུར་། །,,"Les objets des sens ne seront plus qu’un souvenir. Comme un rêve, toute chose disparaîtra, et à jamais.","All the things whereof I have feeling shall pass away into a memory; like the vision of a dream, all departs, and is seen no more."
cbcb37f1699048ceafcacb2a40262480,ihaiva tiṣṭhatas tāvad gatā naike priyāpriyāḥ |tannimittaṃ tu yat pāpaṃ tat sthitaṃ ghoram agrataḥ ||38||,,རེ་ཤིག་གསོན་ཚེ་འདི་ཉིད་ལ་། ། མཛའ་དང་མྱི་མཛའ་དུ་མ་འདས་། །དེ་དག་དོན་ཏུ་བྱས་པའི་སྡིག་། ། མྱི་བཟད་གང་ཡིན་མདུན་ན་གནས་། །༼༣༧༽,རེ་ཞིག་གསོན་ཚེ་འདི་ཉིད་ལ་། ། མཛའ་དང་མི་མཛའ་དུ་མ་འདས་། །དེ་དག་དོན་དུ་བྱས་པའི་སྡིག་། ། མི་བཟད་གང་ཡིན་མདུན་ན་གནས་། །,,"Nombreux les amis et les ennemis qui ont défilé devant mes yeux : seul demeure, seul m’accompagne, terrible, le péché dont ils furent l’occasion.",The many whom I love or love not pass away while I stand here; only the dire sin wrought for their sake remains before me.
450a4f5ff4f94e9db42a7c1f92431934,evam āgantuko ’smīti na mayā pratyavekṣitam |mohānunayavidveṣaiḥ kṛtaṃ pāpam anekadhā ||39||,,དེ་ལྟར་བདག་ནི་གློ་བུར་ཞེས་། ། བདག་གིས་རྟོགས་པར་མ་གྱུར་པས་། །གཏི་མུག་ཆགས་དང་ཞེ་སྡང་གིས་། ། སྡིག་པ་རྣམ་པ་དུ་མ་བྱས་། །༼༣༨༽,དེ་ལྟར་བདག་ནི་གློ་བུར་ཞེས་། ། བདག་གིས་རྟོགས་པར་མ་གྱུར་པས་། །གཏི་མུག་ཆགས་དང་ཞེ་དང་གིས་། ། སྡིག་པ་རྣམ་པ་དུ་མ་བྱས་། །,,"Je n’ai pas compris que j’étais ici-bas un passant : j’ai péché, j’ai péché par égarement, par attachement, par aversion.","I understood not that I was but a chance comer, and through madness, love, or hatred I have wrought many a sin."
b9c9b67634ef4ee9943b81df966ac20d,rātriṃdivam aviśrāmam āyuṣo vardhate vyayaḥ |āyasya cāgamo nāsti na mariṣyāmi kiṃ nv aham ||40||,,ཉིན་མཚན་སྡོད་པ་ཡོང་མྱེད་པར་། ། ཚེ་འདི་རྟག་དུ་འགོད་འགྱུར་ཞིང་། །སྣན་བ་གུད་ནས་འོང་མྱེད་ན་། ། བདག་ལྟ་འཆི་བར་ཅིས་མྱི་འགྱུརད་། །༼༣༩༽,ཉིན་མཚན་སྡོད་པ་ཡོང་མེ་པར་། ། ཚེ་འདི་རྟག་ཏུ་གོད་འགྱུར་ཞིང་། །སྣོན་པ་གུད་ནས་འོང་མེད་ན་། ། བདག་ལྟ་འཆི་བར་ཅིས་མི་འགྱུར་། །,,"Nuit et jour, sans interruption, les ressources de la vie s’épuisent. Rien ne les renouvelle : je mourrai sans aucun doute.",Unceasingly through night and day the waning of vital force increases; must I not die?
