id,P001786,P001787,P001788,P001789,P001790,P001791
0a354e5bfe1649a991d0105be83a7ed4,,-,,སྐད་ཀྱི་ལུགས་འདི་ལྟར་བཀས་བཅད་པ་ལས་སོ་སོ་ནས་སུ་ཡང་འཆོས་ཤིང་འོག་ཏུ་མིང་གསར་དུ་འདོགས་སུ་མི་གནང་གིས་། བསྒྱུར་བ་དང་འཆད་པའི་གརབ༹་སོ་སོ་ནས་སྐད་གསར་དུ་མིང་གདགས་དགོས་པ་ཞིག་ཡོད ༼༥༽ ན་ཡང་། སོ་སོའི་གརབ༹་གརབ༹ར་མིང་ཆད་པར་མ་གདགས་པར་ཆོས་ཀྱི་གཞུང་དང་སྒྲའི་ལུགས་ལས་ཇི་སྐད་དུ་འབྱུང་བའི་གཏན་ཚིགས་དང་། ཆོས་ལ་ཇི་སྐད་དུ་གདགས་པ་དཔྱད་དེ་། ཕོ་བྲང་དུ་བཅོམ་ལྡན་འདས་ཀྱི་རིང་ལུགས་ཀྱི་འདུན་ས་དང་། དྷརམམ་ཞུ་ཆེན་འཚལ་བའི་གརབ༹ར་ཕུལ་ལ་། སྙན་དུ་ཞུས་ཏེ་བཀས་བཅད ༼༦༽ ནས་སྐད་ཀྱི་དཀར་ཆག་གི་དཀྱུས་སུ་བསྣན་ནོ་༎,"24. Thus it is not granted to anybody individually to construct and after that establish new words which are differing from the principles of language as decreed in this way. However, if there is a need to construct and establish new words in individual schools, then, in the individual schools, one may construct words without establishing them, and state the causes of their origin in accordance with the dharma-books and the principles of word-formation, and one should investigate how to establish them in accordance with the dharma. Then one should offer them to assembly in charge of the traditions of the Lord 4 in the Palace and to the school of the great revisers of the dharma-translations, make a proper request, and if accepted it is to be added to the word-list of the Mahāvyutpatti.","པ༔་བ་དིསྤོསིཏིཨོ ༼༤༽སྐད་གྱི་ལུགས་འདི་ལྟར་བཀས་བཅད ༡ར༤༔་པ་ལས་། སོ་སོ་ནས་སུ་ཡང་འཆོས་སུ་མྱི་གནང་བར་སྒྱུར་འཆད་གྲ་སོ་སོར་ཡང་སྐད་གདགས་དགོས་པ་བ་ཞིག་ཡོད་ན་། སོ་སོའི་གྲ་གྲར་མྱིང་མ་ཆད་པར་གདགས་པར་ཆོས་ཀྱི་གཞུང་དང་། སྒྲའི་ལུགས་ལས་ཇི་སྐད་འབྱུང་བ་གཏན་ཚིགས་དང་། ཆོས་ལ་གདགས་པར་བྱོས་ཤིག་།པ ༥༔་“༤.་ཨཱས་ཐེ་ཝཡ་ཨོཕ༹་ཏྲནསླཏིང་ཧད་བེཨེན་པྲེསཅྲིབེད་བཡ་ཨོརྡེར,་ཨིཏ་ཨིས་ནོཏ་ཨལློཝེད་ཏོ་ཨཉབོདཡ་ཏོ་མཀེ་ཨཉ་ཆངེས་Hཨོཝེབེ༹ར,་ཨིན་ཅསེ་ཐཏ་ཨིན་ཐེ་ཌྷརྨ་ཨནད་E྾པླནཏིཨོནཅོལླེགེས་ཐེརེ་ཨིས་ཨ་ནེཨེད་ཏོ་ཅྲེཨཏེ་ཨ་ཊིབེཏན་ཏེརམ,་ཐེ་ཨིནདིབི༹དུཨལ་ཅོལླེགེས་མཡ་དོ་ཨིཏ,་ཝིཐོཨུཏ་ཕི༹྾ཨིང་ཐེ་ཏེརམ་ཎ ༡༤,་ཨིན་ཨཅཅོརྡནཅེ་ཝིཐ་ཐེ་ཏེ྾ཙ་ཨོཕ༹་ཐེ་ཌྷརྨ་ཎ ༡༥་ཨནད་ཐེ་རུལེས་ཨོཕ༹་སནསྐྲིཏ་གྲམམར་ཨནད་ཤལལ་མཀེ་ཨིཏ་ཅོནཕོ༹རམ་ཎ ༡༦་ཏོ་ཐེ་གུཨིདེལིནེས”། འདི་དག་བསྒྱུར་བའི ༡ར༥༔་མྱིང་སྨྲང་ཡང་ཕོ་བྲང་དུ་བཅོམ་ལྡན་འདས་ཀྱི་རིང་ལུགས་དང་། དར་མ་བསྒྱུར་བའི་ལོ་ཚ་པའི་གྲར་གཏུགས་ལ་། སྙནད་ཏུ་ཞུས་ཏེ་བཀས་བཅད་ནས་དཀར་གནག་གི་སྐྱུས་སུ་ཡང་བསྣནད་ནོ་།"
1b8f7ebfb9534905b8ef094bd1a47994,,-,,གསང་སྔགས་ཀྱི་རྒྱུད་རྣམས་གཞུང་གིས་གསང་བར་བྱ་བ་ཡིན་ཏེ་། སྣོད་དུ་མ་གྱུར་པ་རྣམས་ལ་བཤད་ཅིང་བསྟན་དུ་ཡང་མི་རུང་ལ་། བར་དུ་བསྒྱུར་ཞིང་སྤྱོད་དུ་གནང་གིས་ཀྱང་། ལྡེམ་པོ་དག་ཏུ་བཤད་པ་མ་ཁྲོལ་ནས་སྒྲ་ཇི་བཞིན་དུ་འཛིན་ཅིང་ལོག་པར་སྤྱོད་པ ༼༧༽ དག་ཀྱང་བྱུང་། སྔགས་ཀྱི་རྒྱུད་ཀྱི་ནང་ནས་ཐུ་ཞིང་བོད་སྐད་དུ་བསྒྱུར་བ་དག་ཀྱང་བྱུང་ཞེས་གདགས་ཀྱི་། ཕྱིན་ཆད་གཟུངས་སྔགས་དང་རྒྱུད་བླ་ནས་བཀའ་སྩལ་ཏེ་། སྒྱུར་དུ་བཅུག་པ་མ་གཏོགས་པ་། སྔགས་ཀྱི་རྒྱུད་དང་། སྔགས་ཀྱི་ཚིག་ཐུ་ཞིང་བསྒྱུར་དུ་མི་གནང་ངོ་༎,"25. The Tantras with their mantras are to be kept secret in accordance with the scriptures themselves, and it is not proper that they are explained and taught to those not worthy. However, in the meantime they have been translated and given for practice, but their concealed meanings were not the subject of an oral explanation, thus the words were understood literally – and false practices have originated. While it is an established fact that selections from among the Mantra-Tantras and translations into Tibetan do exist, henceforth, with regard to dhāraṇīmantras and the Tantras, it has been decreed that unless permission is granted to translate a specific such scripture, it is not allowed to collect or translate the Mantra-Tantras and the words of the mantras.","པ༔་བ་དིསྤོསིཏིཨོ ༼༥༽སྔགས་ཀྱི་རྒྱུད་རྣམས་ནི་གཞུང་གིས་ཀྱང་། གསང་བར་བྱ་བ་ཡིན་ཏེ་། སྣོད་དུ་མ་གྱུརད ༡ར༦༔་པ་ལ་བཤད་ཅིང་བས་ཏ྄་ཨནད་ཏ྄ུ་ཡང་། མྱི་རུང་བས་། ལྡེམ་པོ་ད྄༏་ཨོར༔་ང྄་ག་ལས་ལོག་པར་གོ་ན་སྐྱོན་ཡོད་པས་།Vཨེརཧགེན ༼༡༩༩༦ཌ༔ ༢༨༥.༢༨༦༽༔་“ཨཱས་ཏོ་ཐེ་ཊནཏྲས་ཨོཕ༹་ཐེ་མནཏྲཡཱན,་ཐེ་བསིཅ་ཏེ྾ཙ་ཐེམསེལབེ༹ས་སྟཏེ་ཐཏ་ཐེཡ་ཨརེ་ཏོ་བེ་ཀེཔཏ་སེཅྲེཏ་ཋེརེཕོ༹རེ་ཨིཏ་ཨིས་ནོཏ་ཨལློཝེད་ཏོ་ཏེཨཆ་ཨནད་ཨེ྾པླཻན་ཐེམ་ཏོ་ཨུནཕི༹ཏ་པེརསོནས,་བེཅཽསེ་ཨིཏ་ཝིལལ་ཅཽསེ་ཧརམ་ཨིཕ༹་ཨེནཅོདེད་ཏེརམས་ཨརེ་མིསུནདེརསྟོཨོད”སྙནད་ཏུ་ཞུས་ཏེ་། བཀའས་གནང་ནས་སྔགས་བསྒྱུར་བ་ཡང་མཁས་པ་རབ་ཀྱིས་དོན་མ་ནོརད་བར་སྒྱུར་ལ་། སྔགས་སྔོན་གྲགས་པ་བཞིན་གཞུང་མ་ནོརད་སུབསཅྲིཔཏ་ད་བར་གྱིས་ཤིག་། སྔགས་བསྒྱུར་བ་། ཡང ༡བ༹༡༔་གཏན་ལ་་་་་་་་་་་་་པརཏ་ཨོཕ༹་ལིནེ་མིསསིང་མཡ་ཨ྄ི་གནང་ངོ་།"
e8615c9e97a349a5ade6603a6bc7e606,,-,,སྐད་ཀྱི་མིང་སྔོན་གཏན་ལ་མ་ཕབ་པ ༼༡༣༣ཨ༡༽ དང་མིང་དུ་མ་ཐོགས་པ་ལས་ཐེག་པ་ཆེ་ཆུང་གི་གཞུང་དང་སྒྲའི་གཞུང་ལས་འབྱུང་བ་དང་སྦྱར་ཏེ་བཤད་པའི་དང་པོའོ་༎,"26. The terms of the Tibetan language were not codified before, so since the terms were not fixed in the lexicon, one has adhered to what is derived from the books of the Great and the Small Way as well as books on language when explaining. Now the first part is ended.",-
f41a2b54447c40c3806d3201e42ffb5b,tathāgatasya paryāyanāmāni,དེ་བཞིན་གཤེགས་པའི་མཚན་གྱི་རྣམ་གྲངས་ལ,如来名號,༎ སངས་རྒྱས་ཀྱི་མཚན་དད་ཡོན་ཏན་གྱི་མིང་ལ་སོགས་བ་སྐད་དཀའ་བ་རྣམས་ཐོག་ཐོག་བཤད་བ་སངས་རྒྱས་ཀྱི་མཚན་གྱི་རྣམ་གྲངས་ལ་།,,-
38efc7a1a0f64b9a83d93fe304558caa,buddhaḥ,སངས་རྒྱས,正覺; 佛,བུདདྷḥ་ཞེས་བྱ་བའི་སྒྲ་ལས་དྲངས ༼༢༽ ན་གཅིག་ཏུ་ན་། མོཧནིདྲཱ་པྲམཏཏབུདདྷཔུརུṣཨབ༹ཏ༧ཅེས་བྱ་སྟེ་། གཏི་མུག་གི་གཉིད་སངས་པས་ན་མི་གཉིད་སངས་བ་བཞིན་ཏེ་། སངས་པ་ལ་སྙེགས་། ཡང་རྣམ་པ་གཅིག་ཏུ་ན་། བུདདྷེར་བི༹ཀཱཤནཱད་བུདདྷ་བི༹བུདདྷཔདམབ༹ཏ་། བློ་བྱེ་ཞིང་རྒྱས་བས་ན་པདམ་ཁ་བྱེ་ཞིང་རྒྱས་པ་དང་འདྲ་བར་ཡང་བཤད་དེ་སངས་རྒྱས་ཞེས ༼༣༽ བྱའོ་། ཚིག་གི་དོན་སྤྱིར་ན་ཆོས་ཐམས་ཅད་ཐུགས་སུ་ཆུད་ཅིང་མ་ལུས་པར་བྱང་ཆུབ་པ་ལ་བྱ་།,,-
fca05b1cc9cd428da4fa2f10b1c3f0d0,bhagavān,བཅོམ་ལྡན་འདས,出有壞; 薄伽梵; 世尊,བྷགབཱ༹ན་ཞེས་བྱ་བ་གཅིག་ཏུ་ན་། བྷགནམཱརཅཏུṣṭཨཡཏབཱ༹ད་བྷགབཱ༹ན་། ཞེས་བྱ་སྟེ་བདུད་བཞི་བཅོམ་པས་ན་བཅོམ་པ་ལ་བྱ་། ཡང་རྣམ་པ་གཅིག་ཏུ་ན་བྷག་ནི་ལེགས་པ་རྣམ་པ་དྲུག་གི་མིང་སྟེ་། གཟུགས་དང་། ༼༤༽ གྲགས་པ་དང་། དབང་ཕྱུག་དང་། དཔལ་དང་། ཤེས་རབ་དང་། བརྩོན་པ་སྟེ་འདི་དྲུག་གི་སྤྱི་ལ་བྱ་། བཱ༹ན་ཞེས་འབྱུང་བ་ནི་བྷགོ་སྱཱསཏīཏི་བྷགབཱ༹ན་ཞེས་ལྡན་པར་བཤད་དེ་། དེ་རྣམ་གྲངས་འདི་སྐད་དུ་བྱ་བ་ལས་སྔར་བསྒྱུར་བའི་ཚིག་གྲགས་པ་བཙན་པར་བྱ་སྟེ་། བཅོམ་ལྡན་འདས་ཞེས་བྱ་བ་ནི་མདོ་སྡེ་དག་ལས ༼༥༽ སངས་རྒྱས་ཀྱི་ཡོན་ཏན་ལ་མཚན་འཇིག་རྟེན་ལས་འདས་པའོ་༎ ཞེས་ཀྱང་འབྱུང་བས་ན་། འཇིག་རྟེན་པའི་བྷགབཱ༹ན་ལས་ཁྱད་པར་དུ་འདས་ཞེས་བླ་ཐབས་སུ་བསྣན་ཏེ་། བཅོམ་ལྡན་འདས་ཞེས་བཏགས་། འཇིག་རྟེན་པའི་བྷགབཱ༹ན་ཞེས་བྱ་བ་ནི་འཇིག་རྟེན་བའི་གཞུང་ཉིད་ལས་ཀྱང་བཅོམ་པར་མི་འཆད་དེ་། ལེགས ༼༦༽ པ་དང་ལྡན་པ་ཞེས་འཆད་བས་འཇིག་རྟེན་པའི་བྷགབཱ༹ན་ནི་ལེགས་ལྡན་ཞེས་གདགས་།,,-
ae8a0a7ad8e04450b55081b9374f17f3,tathāgataḥ,དེ་བཞིན་གཤེགས་པ,如來,ཏཐཱགཏ་ཞེས་བྱ་བ་ཏཐཱ་ནི་དེ་བཞིན་གཏ་ནི་གཤེགས་པའམ་བྱོན་བའམ་མཁྱེན་པའམ་གསུངས་པ་ལ་བྱ་སྟེ་། ཚིག་གི་དོན་སྤྱིར་ན་སྔོན་གྱི་སངས་རྒྱས་རྣམས་ཇི་ལྟར་གཤེགས་ཤིང་ཕྱིན་པ་དང་། ཆོས་ཐམས་ཅད་གྱི་རང ༼༧༽ བཞིན་དེ་བཞིན་ཉིད་ཇི་ལྟ་བ་མཁྱེན་ཞིང་གསུངས་པ་ལ་བྱ་མོད་ཀྱི་། སྔར་གྲགས་པ་བཞིན་དེ་བཞིན་གཤེགས་པ་ཞེས་གདགས་།,,-
56f74c2bcb5e46599605ba827fc2ae01,arhan,དགྲ་བཅོམ་པ,應供,ཨརཧན་ཞེས་བྱ་བ་གཅིག་ཏུ་ན་། པūཇམ་ཨརཧཏīཏི་ཨརཧན་ཞེས་བྱ་སྟེ་། ལྷ་དང་མི་ལ་སོགས་པ་ཀུན་གྱིས་མཆོད་པར་འོས་པས་ན་མཆོད་འོས་ཞེས་ཀྱང་བྱ་། ཡང་གཅིག་ཏུ་ན་། ཀླེཤཱརི༼༡༣༣བ༡༽ཧཏབཱ༹ན་ཨརཧན་ཞེས་བྱ་སྟེ་། ཉོན་མོངས་པའི་དགྲ་བཅོམ་པ་ཞེས་ཀྱང་བྱ་སྟེ་། རྣམ་པ་འདི་ལས་འདིར་ནི་དོན་བཙན་པར་བྱ་སྟེ་དགྲ་བཅོམ་པ་ཞེས་བཏགས་།,,-
ac252b233bf041adac893eb06744b081,samyaksaṃbuddhaḥ,ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས,正等覺;,སམྱཀསṃབུདདྷ་ཞེས་པ་སམྱཀ་ནི་ཡང་དག་པ་། སམ་ནི་སམནཏ་འམ་། སམཔūརངང་སྟེ་མ་ལུས་པ་འམ་རྫོགས་པ་། བུདདྷ་ནི་སངས་རྒྱས་པ་ལ་བྱ་སྟེ་། སྤྱིར་ན་ཆོས ༼༢༽ ཐམས་ཅད་ཀྱི་ངོ་བོ་ཉིད་མ་ནོར་བར་ཐུགས་སུ་ཆུད་ཅིང་མངོན་པར་བྱང་ཆུབ་པའི་མཚན་ཏེ་། ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཞེས་བྱ་།,,-
f73caad3c32449bda504dcd7ad92a0c2,vidyācaraṇasaṃpannaḥ,རིག་པ་དང་ཞབས་སུ་ལྡན་པ,明行足,བི༹དྱཱཅརངསṃཔནན་ཞེས་པ་བི༹དྱཱ་ནི་རིག་པ་། ཅརང་ནི་རྐང་པ་། སṃཔནན་ནི་ལྡན་པའམ་ཕུན་སུམ་ཚོགས་པ་ལ་བྱ་སྟེ་། བསླབ་པ་གསུམ་དང་སྦྱར་ན་ལྷག་པའི་ཤེས་རབ་ནི་རིག་པ་། ༼༣༽ ལྷག་པའི་སེམས་དང་ལྷག་པའི་ཁྲིམས་ནི་རྐང་པ་། འཕགས་པའི་ལམ་ཡན་ལག་བརྒྱད་དང་སྦྱར་ན་། ཡང་དག་པའི་ལྟ་བ་ནི་རིག་པ་། ལྷག་མ་བདུན་ནི་རྐང་པ་སྟེ་། རིག་པ་མིག་དང་འདྲ་བས་མཚོན་ནས་རྐང་པས་ཕྱིན་ཅིང་ཐོབ་པར་འགྱུར་བས་ན་རིག་པ་དང་ཞབས་སུ་ལྡན་པ་ཞེས་བྱ་།,,-
